2585660 "Atlantis Heroes ""Rise of the Lost Land""", $0.00 | Metacritic: 0 | Released: Not Released | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1063490 Still There, $14.99 | Metacritic: 77 | Released: 11/20/2019 0:00 | 23 achievements | Reviews: 411 (354 +, 57 -), Score: 8
2545220 Tormenture, $14.99 | Metacritic: 78 | Released: 10/21/2024 0:00 | 44 achievements | Reviews: 91 (78 +, 13 -), Score: 8
2647930 Kenshin Ninja, $15.00 | Metacritic: 0 | Released: 2/11/2024 0:00 | 20 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1054340 Logic World, $15.00 | Metacritic: 0 | Released: 10/22/2021 0:00 | 0 achievements | Reviews: 211 (199 +, 12 -), Score: 8
2600110 ButteredLilly's Random Quotes & Avatar Remote, $15.99 | Metacritic: 0 | Released: 5/29/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1033140 Church Era, $15.99 | Metacritic: 0 | Released: 5/24/2019 0:00 | 66 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1065940 Country Girl Keiko, $15.99 | Metacritic: 0 | Released: 1/16/2020 0:00 | 0 achievements | Reviews: 41 (24 +, 17 -), Score: 5
1061930 Cyber City, $15.99 | Metacritic: 0 | Released: 12/17/2019 0:00 | 0 achievements | Reviews: 94 (17 +, 77 -), Score: 2
2660170 Divine prophecy, $15.99 | Metacritic: 0 | Released: 11/8/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2695130 Escape Team, $15.99 | Metacritic: 0 | Released: 9/30/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2658250 Eschatology, $15.99 | Metacritic: 0 | Released: 11/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2553050 Estate Agent Simulator, $15.99 | Metacritic: 0 | Released: 11/13/2023 0:00 | 61 achievements | Reviews: 176 (131 +, 45 -), Score: 6
2538330 Finding Anastasia, $15.99 | Metacritic: 0 | Released: 2/5/2024 0:00 | 13 achievements | Reviews: 13 (12 +, 1 -), Score: 7
2541180 G-MODEアーカイブス+ 魔神転生 blind thinker, $15.99 | Metacritic: 0 | Released: 11/15/2023 0:00 | 0 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2689120 Gladio Mori, $15.99 | Metacritic: 0 | Released: 11/26/2024 0:00 | 0 achievements | Reviews: 142 (129 +, 13 -), Score: 8
2543040 Halcyon Days, $15.99 | Metacritic: 0 | Released: 1/15/2024 0:00 | 0 achievements | Reviews: 25 (20 +, 5 -), Score: 7
2551290 Hilda and the tower of Lust, $15.99 | Metacritic: 0 | Released: 4/19/2024 0:00 | 10 achievements | Reviews: 25 (19 +, 6 -), Score: 6
2569890 Le corps-glitch (multitudes), $15.99 | Metacritic: 0 | Released: 10/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2543110 Lucky Bastard, $15.99 | Metacritic: 0 | Released: 8/24/2023 0:00 | 7 achievements | Reviews: 35 (30 +, 5 -), Score: 7
1063210 Narazumono, $15.99 | Metacritic: 0 | Released: 5/17/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2616170 Nebula Flow, $15.99 | Metacritic: 0 | Released: 6/18/2024 0:00 | 17 achievements | Reviews: 12 (11 +, 1 -), Score: 7
2612960 NIGHT CROW, $15.99 | Metacritic: 0 | Released: 5/17/2024 0:00 | 6 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2570140 Sensory Deprivation Pitfall, $15.99 | Metacritic: 0 | Released: 9/22/2023 0:00 | 0 achievements | Reviews: 4 (2 +, 2 -), Score: 0
2648640 The 257th Element, $15.99 | Metacritic: 0 | Released: 2/23/2024 0:00 | 0 achievements | Reviews: 24 (24 +, 0 -), Score: 7
2655490 The King of Creation, $15.99 | Metacritic: 0 | Released: 11/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2539620 The Sun Shines Over Us, $15.99 | Metacritic: 0 | Released: 9/25/2024 0:00 | 49 achievements | Reviews: 10 (10 +, 0 -), Score: 7
2692860 Tickle Magnet, $15.99 | Metacritic: 0 | Released: 3/14/2024 0:00 | 0 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2688210 Ukraine War 2022, $15.99 | Metacritic: 0 | Released: 2/28/2024 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2507840 Whispered Promises ~ 14 Days of Love with Anna, $15.99 | Metacritic: 0 | Released: 2/14/2024 0:00 | 17 achievements | Reviews: 30 (28 +, 2 -), Score: 7
1041520 World of Aircraft: Glider Simulator, $15.99 | Metacritic: 0 | Released: 5/26/2021 0:00 | 6 achievements | Reviews: 20 (10 +, 10 -), Score: 5
2708740 アキゾラのメモリーズ─運命の地平線─, $15.99 | Metacritic: 0 | Released: 2/22/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2516430 Cyborg3003, $16.99 | Metacritic: 0 | Released: 8/15/2024 0:00 | 21 achievements | Reviews: 4 (4 +, 0 -), Score: 0
1068050 ENZBOTS, $16.99 | Metacritic: 0 | Released: 10/7/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2678590 God secret, $16.99 | Metacritic: 0 | Released: 11/27/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1047950 GUILT: The Deathless, $16.99 | Metacritic: 0 | Released: 4/28/2022 0:00 | 0 achievements | Reviews: 38 (32 +, 6 -), Score: 7
2680330 HunterX: code name T, $16.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 62 achievements | Reviews: 27 (25 +, 2 -), Score: 7
2610630 Muscle Girl Lisa: Training Diary, $16.99 | Metacritic: 0 | Released: 7/30/2024 0:00 | 0 achievements | Reviews: 7 (3 +, 4 -), Score: 0
2512750 Oedo Trigger VR!!, $16.99 | Metacritic: 0 | Released: 8/29/2023 0:00 | 0 achievements | Reviews: 4 (4 +, 0 -), Score: 0
1051310 Paper Dolls: Original / 纸人, $16.99 | Metacritic: 0 | Released: 4/19/2019 0:00 | 28 achievements | Reviews: 101 (74 +, 27 -), Score: 6
1035780 Pecker, $16.99 | Metacritic: 0 | Released: 5/6/2024 0:00 | 7 achievements | Reviews: 8 (8 +, 0 -), Score: 0
2677950 Rose Bullet, $16.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2656360 Small World, $16.99 | Metacritic: 0 | Released: 11/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1047870 Something Ate My Alien, $16.99 | Metacritic: 0 | Released: 6/18/2020 0:00 | 29 achievements | Reviews: 34 (31 +, 3 -), Score: 7
2710010 Stigma-ARIA, $16.99 | Metacritic: 0 | Released: 9/6/2024 0:00 | 20 achievements | Reviews: 19 (14 +, 5 -), Score: 6
2650350 Super Puzzled Cat, $16.99 | Metacritic: 0 | Released: 1/13/2025 0:00 | 32 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2715530 SysOps Saga, $16.99 | Metacritic: 0 | Released: 9/25/2024 0:00 | 9 achievements | Reviews: 4 (2 +, 2 -), Score: 0
1056570 TAISHO x ALICE episode 1, $16.99 | Metacritic: 0 | Released: 11/27/2019 0:00 | 6 achievements | Reviews: 251 (224 +, 27 -), Score: 8
2552420 Tenioha! feat. Mami, $16.99 | Metacritic: 0 | Released: 10/29/2023 0:00 | 0 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2527660 The Awakener: Forgotten Oath, $16.99 | Metacritic: 0 | Released: 11/6/2023 0:00 | 10 achievements | Reviews: 59 (47 +, 12 -), Score: 6
2716820 The Cursed Tower of Lust, $16.99 | Metacritic: 0 | Released: 2/9/2024 0:00 | 15 achievements | Reviews: 8 (2 +, 6 -), Score: 0
2710480 The Wife Next Door, $16.99 | Metacritic: 0 | Released: 11/27/2024 0:00 | 0 achievements | Reviews: 27 (22 +, 5 -), Score: 7
2678700 TimingSpace, $16.99 | Metacritic: 0 | Released: 11/26/2023 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2584290 Violet, $16.99 | Metacritic: 0 | Released: 5/15/2024 0:00 | 40 achievements | Reviews: 15 (13 +, 2 -), Score: 7
1037020 ScourgeBringer, $16.99 | Metacritic: 76 | Released: 10/21/2020 0:00 | 42 achievements | Reviews: 1114 (1002 +, 112 -), Score: 8
2615670 Bewitching Sinners, $17.99 | Metacritic: 0 | Released: 5/2/2024 0:00 | 6 achievements | Reviews: 165 (161 +, 4 -), Score: 8
1067580 Bonfire, $17.99 | Metacritic: 0 | Released: 3/26/2020 0:00 | 0 achievements | Reviews: 18 (13 +, 5 -), Score: 6
2570230 HAELE 3D - Hand Poses Lite - Drawing References, $17.99 | Metacritic: 0 | Released: 6/3/2024 0:00 | 0 achievements | Reviews: 11 (11 +, 0 -), Score: 7
1034950 Mad Princess: The Great Gladiators, $17.99 | Metacritic: 0 | Released: 3/14/2019 0:00 | 0 achievements | Reviews: 11 (11 +, 0 -), Score: 7
2507980 Meta-Ghost: The Breaking Show, $17.99 | Metacritic: 0 | Released: 4/24/2024 0:00 | 52 achievements | Reviews: 176 (151 +, 25 -), Score: 8
2594540 Motel Manager Simulator, $17.99 | Metacritic: 0 | Released: 8/26/2024 0:00 | 0 achievements | Reviews: 564 (491 +, 73 -), Score: 8
1057640 Onirism, $17.99 | Metacritic: 0 | Released: 4/26/2019 0:00 | 0 achievements | Reviews: 275 (244 +, 31 -), Score: 8
1049010 Out of Frame / ノベルゲームの枠組みを変えるノベルゲーム。, $17.99 | Metacritic: 0 | Released: 10/14/2020 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2678300 Rise of a Legend, $17.99 | Metacritic: 0 | Released: 11/19/2024 0:00 | 0 achievements | Reviews: 21 (18 +, 3 -), Score: 7
2525880 Sanguo's Ambition 4 :Three Kingdoms, $17.99 | Metacritic: 0 | Released: 12/17/2023 0:00 | 29 achievements | Reviews: 3 (2 +, 1 -), Score: 0
1050150 Sexy Miss, $17.99 | Metacritic: 0 | Released: 4/20/2019 0:00 | 0 achievements | Reviews: 15 (7 +, 8 -), Score: 5
2525650 Sword Drift, $17.99 | Metacritic: 0 | Released: 8/27/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1057750 The Suicide of Rachel Foster, $17.99 | Metacritic: 0 | Released: 2/19/2020 0:00 | 11 achievements | Reviews: 2457 (1547 +, 910 -), Score: 5
2693530 Witching Stone, $17.99 | Metacritic: 0 | Released: 9/16/2024 0:00 | 12 achievements | Reviews: 70 (67 +, 3 -), Score: 8
2552820 Zbuki Zoo Strategic Comedy, $17.99 | Metacritic: 0 | Released: 10/16/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2616130 Zombie Death Day, $17.99 | Metacritic: 0 | Released: 10/30/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2542060 天のゆくるる, $17.99 | Metacritic: 0 | Released: 9/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2653460 月白星斗-Lunar Glow Stellar Dance, $17.99 | Metacritic: 0 | Released: 7/18/2024 0:00 | 19 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2686680 Home, $18.99 | Metacritic: 0 | Released: 10/4/2024 0:00 | 4 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2603680 Mobocratic Union, $18.99 | Metacritic: 0 | Released: 11/14/2024 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2534470 Roll & Ball, $18.99 | Metacritic: 0 | Released: 12/1/2023 0:00 | 24 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2589840 Saint Gear Force, $18.99 | Metacritic: 0 | Released: 10/23/2023 0:00 | 20 achievements | Reviews: 5 (2 +, 3 -), Score: 0
2704940 Total blade, $18.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2543320 UNCULT, $18.99 | Metacritic: 0 | Released: 6/20/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1044870 Zero-based World-从零开始, $18.99 | Metacritic: 0 | Released: 7/16/2020 0:00 | 0 achievements | Reviews: 7 (5 +, 2 -), Score: 0
2517180 Adopted Passion Realize Your Dream, $19.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 0 achievements | Reviews: 8 (7 +, 1 -), Score: 0
1040630 Alchemy Story, $19.99 | Metacritic: 0 | Released: 4/15/2020 0:00 | 0 achievements | Reviews: 150 (117 +, 33 -), Score: 6
1033930 Animal Doctor, $19.99 | Metacritic: 0 | Released: 3/25/2021 0:00 | 25 achievements | Reviews: 12 (5 +, 7 -), Score: 5
2660860 Architectural Madman, $19.99 | Metacritic: 0 | Released: 11/8/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2715910 Astro Hunters VR, $19.99 | Metacritic: 0 | Released: 8/8/2024 0:00 | 0 achievements | Reviews: 33 (20 +, 13 -), Score: 5
1065180 Azure Striker Gunvolt 2, $19.99 | Metacritic: 0 | Released: 6/21/2020 0:00 | 25 achievements | Reviews: 193 (181 +, 12 -), Score: 8
2677920 Barbarous: Family Secrets, $19.99 | Metacritic: 0 | Released: 4/3/2024 0:00 | 70 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2716940 Battle Sister Leah, $19.99 | Metacritic: 0 | Released: 10/4/2024 0:00 | 0 achievements | Reviews: 17 (15 +, 2 -), Score: 7
1062860 BattleCakes, $19.99 | Metacritic: 0 | Released: 3/1/2024 0:00 | 16 achievements | Reviews: 11 (9 +, 2 -), Score: 7
1034850 Best Friend Forever, $19.99 | Metacritic: 0 | Released: 8/27/2020 0:00 | 15 achievements | Reviews: 173 (123 +, 50 -), Score: 6
2582730 Black Smith4, $19.99 | Metacritic: 0 | Released: 9/29/2023 0:00 | 3 achievements | Reviews: 8 (4 +, 4 -), Score: 0
2529770 Chromosome Evil 2, $19.99 | Metacritic: 0 | Released: 2/15/2024 0:00 | 10 achievements | Reviews: 86 (80 +, 6 -), Score: 8
1063280 Combat Helicopter- Surgical Strike, $19.99 | Metacritic: 0 | Released: 8/11/2020 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2655910 Costume Fighter, $19.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 0 achievements | Reviews: 17 (13 +, 4 -), Score: 6
1040200 Crime Scene Cleaner, $19.99 | Metacritic: 0 | Released: 8/14/2024 0:00 | 50 achievements | Reviews: 7175 (7029 +, 146 -), Score: 9
1066180 Crisis Brigade 2 reloaded, $19.99 | Metacritic: 0 | Released: 11/11/2021 0:00 | 12 achievements | Reviews: 196 (161 +, 35 -), Score: 8
2512870 D-Day VR Museum, $19.99 | Metacritic: 0 | Released: 11/1/2024 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2588180 Dead Past 8, $19.99 | Metacritic: 0 | Released: 10/18/2023 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
1048950 Desert Skies, $19.99 | Metacritic: 0 | Released: 5/30/2019 0:00 | 0 achievements | Reviews: 259 (138 +, 121 -), Score: 5
2677940 Desk of Desires: VR Office Sex, $19.99 | Metacritic: 0 | Released: 12/20/2023 0:00 | 0 achievements | Reviews: 3 (0 +, 3 -), Score: 0
2532770 Dragonero, $19.99 | Metacritic: 0 | Released: 9/26/2024 0:00 | 70 achievements | Reviews: 8 (5 +, 3 -), Score: 0
2508950 DreadFall, $19.99 | Metacritic: 0 | Released: 10/27/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2570210 Eden Crafters, $19.99 | Metacritic: 0 | Released: 10/16/2024 0:00 | 0 achievements | Reviews: 452 (394 +, 58 -), Score: 8
2541210 Eldgear, $19.99 | Metacritic: 0 | Released: 3/7/2024 0:00 | 40 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1063020 Elemental War 2, $19.99 | Metacritic: 0 | Released: 5/6/2022 0:00 | 42 achievements | Reviews: 13 (8 +, 5 -), Score: 5
1046790 Eternal Threads, $19.99 | Metacritic: 0 | Released: 5/19/2022 0:00 | 10 achievements | Reviews: 251 (221 +, 30 -), Score: 8
2640570 Fantasy Senate Simulator, $19.99 | Metacritic: 0 | Released: 9/1/2024 0:00 | 0 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2574000 Femboy Burgers, $19.99 | Metacritic: 0 | Released: 10/9/2023 0:00 | 0 achievements | Reviews: 72 (62 +, 10 -), Score: 8
1064320 Ferret Scoundrels, $19.99 | Metacritic: 0 | Released: 5/9/2019 0:00 | 0 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2700030 Fighting Magical Girls RPG Women Defense, $19.99 | Metacritic: 0 | Released: 2/20/2024 0:00 | 0 achievements | Reviews: 8 (3 +, 5 -), Score: 0
2717850 Forklift Simulator, $19.99 | Metacritic: 0 | Released: 8/29/2024 0:00 | 43 achievements | Reviews: 14 (10 +, 4 -), Score: 6
1051850 Free Company VR, $19.99 | Metacritic: 0 | Released: 1/8/2020 0:00 | 0 achievements | Reviews: 26 (16 +, 10 -), Score: 5
2615630 Global Farmer, $19.99 | Metacritic: 0 | Released: 10/7/2024 0:00 | 15 achievements | Reviews: 40 (22 +, 18 -), Score: 5
2553580 Go Marbles!, $19.99 | Metacritic: 0 | Released: 11/15/2024 0:00 | 16 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2626450 GOGOGO, $19.99 | Metacritic: 0 | Released: 10/16/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1065100 Golden Treasure: The Great Green, $19.99 | Metacritic: 0 | Released: 6/17/2019 0:00 | 22 achievements | Reviews: 421 (407 +, 14 -), Score: 8
1034860 GRANDIA HD Remaster, $19.99 | Metacritic: 0 | Released: 10/15/2019 0:00 | 36 achievements | Reviews: 626 (552 +, 74 -), Score: 8
2707990 Grudge, $19.99 | Metacritic: 0 | Released: 1/9/2024 0:00 | 0 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2597300 Guilty Loving Boxing, $19.99 | Metacritic: 0 | Released: 1/26/2024 0:00 | 0 achievements | Reviews: 8 (7 +, 1 -), Score: 0
2634330 Gun Maker - pimp my weapon, $19.99 | Metacritic: 0 | Released: 8/19/2024 0:00 | 3 achievements | Reviews: 5 (4 +, 1 -), Score: 0
1048020 Harvest Moon: Mad Dash, $19.99 | Metacritic: 0 | Released: 11/17/2019 0:00 | 27 achievements | Reviews: 6 (4 +, 2 -), Score: 0
2638130 Hentai Hunter, $19.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 8 (3 +, 5 -), Score: 0
2667410 Heroes Wanted, $19.99 | Metacritic: 0 | Released: 6/11/2024 0:00 | 80 achievements | Reviews: 130 (113 +, 17 -), Score: 8
1066030 Heroland, $19.99 | Metacritic: 0 | Released: 12/3/2019 0:00 | 48 achievements | Reviews: 18 (11 +, 7 -), Score: 5
1055240 Hollow 2, $19.99 | Metacritic: 0 | Released: 7/8/2022 0:00 | 18 achievements | Reviews: 9 (3 +, 6 -), Score: 0
1064160 Holoception, $19.99 | Metacritic: 0 | Released: 10/24/2019 0:00 | 0 achievements | Reviews: 38 (19 +, 19 -), Score: 5
2632660 HORNY TEACHERS WANT TO FUCK, $19.99 | Metacritic: 0 | Released: 10/28/2023 0:00 | 0 achievements | Reviews: 8 (4 +, 4 -), Score: 0
2653390 Hungry Humphrey: Eat The World, $19.99 | Metacritic: 0 | Released: 11/21/2023 0:00 | 7 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1050260 Isle of Pan, $19.99 | Metacritic: 0 | Released: 1/10/2023 0:00 | 22 achievements | Reviews: 30 (30 +, 0 -), Score: 7
2679350 Japanese MILF, $19.99 | Metacritic: 0 | Released: 8/22/2024 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2526080 Juna - The Dreamwalker, $19.99 | Metacritic: 0 | Released: 8/7/2023 0:00 | 28 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2537920 Just Crow Things, $19.99 | Metacritic: 0 | Released: 8/15/2024 0:00 | 36 achievements | Reviews: 145 (140 +, 5 -), Score: 8
1053390 Kowloon High-School Chronicle, $19.99 | Metacritic: 0 | Released: 11/9/2022 0:00 | 27 achievements | Reviews: 19 (18 +, 1 -), Score: 7
1056050 LONGING RING OF ESCA, $19.99 | Metacritic: 0 | Released: 8/15/2019 0:00 | 0 achievements | Reviews: 27 (8 +, 19 -), Score: 4
2530490 Lost Eidolons: Veil of the Witch, $19.99 | Metacritic: 0 | Released: 11/5/2024 0:00 | 50 achievements | Reviews: 129 (112 +, 17 -), Score: 8
1044210 Mahjong Solitaire Refresh, $19.99 | Metacritic: 0 | Released: 9/11/2019 0:00 | 0 achievements | Reviews: 6 (5 +, 1 -), Score: 0
1035320 MarineVerse Sailing Club, $19.99 | Metacritic: 0 | Released: 4/23/2024 0:00 | 38 achievements | Reviews: 7 (5 +, 2 -), Score: 0
1044980 Mech Mechanic Simulator, $19.99 | Metacritic: 0 | Released: 3/25/2021 0:00 | 31 achievements | Reviews: 313 (187 +, 126 -), Score: 5
2544090 Milfy City - Final Edition, $19.99 | Metacritic: 0 | Released: 11/3/2023 0:00 | 0 achievements | Reviews: 291 (222 +, 69 -), Score: 6
2514950 Mini Continental Saga, $19.99 | Metacritic: 0 | Released: 10/6/2023 0:00 | 66 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2598030 Model Railway Millionaire, $19.99 | Metacritic: 0 | Released: 10/4/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2673450 Mr. Sanna Clozz, $19.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 43 achievements | Reviews: 2 (2 +, 0 -), Score: 0
1049220 Naxia, $19.99 | Metacritic: 0 | Released: 11/22/2019 0:00 | 0 achievements | Reviews: 57 (35 +, 22 -), Score: 5
2586560 NINJA KAMUI: SHINOBI ORIGINS, $19.99 | Metacritic: 0 | Released: 11/27/2024 0:00 | 28 achievements | Reviews: 1 (1 +, 0 -), Score: 0
1053830 Ninja Legends, $19.99 | Metacritic: 0 | Released: 10/24/2019 0:00 | 0 achievements | Reviews: 30 (28 +, 2 -), Score: 7
2625390 Off Grids, $19.99 | Metacritic: 0 | Released: 11/20/2023 0:00 | 0 achievements | Reviews: 8 (2 +, 6 -), Score: 0
2523500 One Fine Tourney, $19.99 | Metacritic: 0 | Released: 1/25/2024 0:00 | 31 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2666000 Otherlights, $19.99 | Metacritic: 0 | Released: 10/29/2024 0:00 | 21 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2587130 Outbreak The Fedora Files: What Lydia Knows, $19.99 | Metacritic: 0 | Released: 5/3/2024 0:00 | 31 achievements | Reviews: 4 (4 +, 0 -), Score: 0
1045900 Outpost On Syrinx, $19.99 | Metacritic: 0 | Released: 4/29/2024 0:00 | 0 achievements | Reviews: 18 (15 +, 3 -), Score: 7
2553420 Outta Hand, $19.99 | Metacritic: 0 | Released: 8/15/2024 0:00 | 18 achievements | Reviews: 15 (15 +, 0 -), Score: 7
2507400 Penny Blood: Hellbound, $19.99 | Metacritic: 0 | Released: 12/17/2024 0:00 | 39 achievements | Reviews: 33 (29 +, 4 -), Score: 7
2620530 Perfect Teams, $19.99 | Metacritic: 0 | Released: 10/18/2024 0:00 | 25 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2697470 PO'ed: Definitive Edition, $19.99 | Metacritic: 0 | Released: 5/16/2024 0:00 | 15 achievements | Reviews: 62 (49 +, 13 -), Score: 6
1058060 Princesses Never Lose!, $19.99 | Metacritic: 0 | Released: 3/19/2020 0:00 | 0 achievements | Reviews: 40 (30 +, 10 -), Score: 6
1058130 Queen's Wish: The Conqueror, $19.99 | Metacritic: 0 | Released: 9/11/2019 0:00 | 30 achievements | Reviews: 232 (189 +, 43 -), Score: 8
2587170 Railbreak, $19.99 | Metacritic: 0 | Released: 12/22/2023 0:00 | 25 achievements | Reviews: 13 (13 +, 0 -), Score: 7
1039220 RealFighter, $19.99 | Metacritic: 0 | Released: 2/12/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1048530 Rise of Humanity, $19.99 | Metacritic: 0 | Released: 10/21/2021 0:00 | 29 achievements | Reviews: 11 (8 +, 3 -), Score: 6
2630400 ROBO BLASTER, $19.99 | Metacritic: 0 | Released: 10/20/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2668300 Sakura Segment 1.0, $19.99 | Metacritic: 0 | Released: 12/22/2023 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2516280 SEOIRYE, $19.99 | Metacritic: 0 | Released: 9/11/2023 0:00 | 15 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2595210 SGS Battle For: Madrid, $19.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
